ResponseId	Resp_age	Relationship_lenght_month	Cohabitation_lenght_month	Long_term_relationship_yes_no	Grew_up_with_biol_and_nonbiol_yes_no	Grew_up_with_only_one_nonbiol	Biol_in_one_household_after_divorce_yes_no	Biol_in_one_household_after_divorce_yes_no_lenth	Resp_occupation	Resp_sexual_orientation	Grew_up_from_biol	Grew_up_till_biol	Biol_residence	Biol_education	Biol_religion	Biol_policy	Biol_wealth	Biol_profession	Biol_height	Biol_weight	Biol_attractiveness	Biol_masculinity	Biol_eye_colour	Biol_eye_colour_dark_light	Biol_hair_colour	Biol_hair_colour_natural_yes_no	Biol_hair_colour_natural	Biol_facial_masculinity	Biol_beard	Biol_muscularity	Biol_BMI	Biol_relative_height	Biol_body_hair	Biol_Extraversion	Biol_Agreebleness	Biol_Conscientiousness	Biol_Emotional_stability	Biol_Oppeness	Biol_IPIP	Biol_EMBU_rejection	Biol_EMBU_emotional_warmth	Biol_EMBU_overprotection	Nonbiol_EMBU_rejection	Nonbiol_EMBU_emotional_warmth	Nonbiol_EMBU_overprotection	Biol_relationship_quality	Mother_relationship_quality	Part_residence	Part_education	Part_religion	Part_policy	Part_wealth	Part_occupation	Part_profession	Part_height	Part_weight	Part_attractiveness	Part_masculinity	Part_eye_colour	Part_eye_colour_dark_light	Part_hair_colour	Part_hair_colour_natural_yes_no	Part_hair_colour_natural	Part_facial_masculinity	Part_beard	Part_muscularity	Part_BMI	Part_relative_height	Part_body_hair	Part_Extraversion	Part_Agreebleness	Part_Conscientiousness	Part_Emotional_stability	Part_Oppeness	Part_IPIP		Remember_biol_yes_no	Grew_up_from_biol	Grew_up_till_biol	Meeting_biol_after_divorce	Remember_nonbiol_yes_no	Grew_up_from_nonbiol	Grew_up_till_nonbiol	Who_is_considered_as_father_biol_nonbiol	Nonbiol_residence	Nonbiol_education	Nonbiol_religion	Nonbiol_policy	Nonbiol_wealth	Nonbiol_profession	Nonbiol_height	Nonbiol_weight	Nonbiol_attractiveness	Nonbiol_masculinity	Nonbiol_eye_colour	Nonbiol_eye_colour_dark_light	Nonbiol_hair_colour	Nonbiol_hair_colour_natural_yes_no	Nonbiol_hair_colour_natural	Nonbiol_facial_masculinity	Nonbiol_beard	Nonbiol_muscularity	Nonbiol_BMI	Nonbiol_relative_height	Nonbiol_body_hair	Nonbiol_Extraversion	Nonbiol_Agreebleness	Nonbiol_Conscientiousness	Nonbiol_Emotional_stability	Nonbiol_Oppeness	Nonbiol_IPIP	Mother_relationship_quality	Biol_relationship_quality_before_divorce	Biol_relationship_quality_after_divorce	Nonbiol_relationship_quality
R_bJzyb7q7Ik904n3	22	NA	NA	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_byp94pnY6dvGvOt	17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_b8A5QjgoapD16q9	26	NA	NA	2	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5cmt7pjrxpPYyIl	30	NA	NA	1	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	7	10	9	9	43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		1	13	15	NA	1	7	13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6LH67oeuhcvA9PD	22	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_bHJbeCgUCJ6mBFz	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6DvneFZU96yTLvf	26	NA	NA	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0cQnHdO71XBmUm1	20	NA	NA	2	1	1	2	NA	1	3	NA	NA	8	2	5	9	4	5	185	83	5	3	3	2	2	1	NA	4	1	3	2	4	3	7	7	3	11	10	42	8	6	10	9	17	21	NA	NA	8	3	5	6	1	NA	4	197	85	5	3	3	1	1	1	NA	5	1	2	2	1	1	7	12	8	4	5	46		1	0	3	8	1	3	20	2	8	2	5	6	3	3	188	91	5	3	2	1	1	1	NA	3	2	3	3	3	2	8	8	9	4	8	66	21	7	3	18
R_bfGjEwkwvQRzG0l	21	19	12	1	NA	NA	NA	NA	2	1	0	7	5	2	5	6	3	4	180	85	6	6	3	1	1	1	NA	2	2	4	3	2	2	13	7	9	5	11	58	8	16	15	12	10	18	9	18	8	3	5	5	3	NA	3	175	80	7	6	2	1	1	1	NA	3	2	4	4	5	5	14	13	8	12	12	40		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_eIFly6UthwPjivj	30	93	60	1	1	1	2	NA	1	2	NA	NA	1	1	4	9	3	3	185	100	4	6	3	2	1	1	NA	3	1	6	7	2	5	12	9	5	8	11	53	17	9	10	13	8	15	NA	NA	1	3	4	6	1	2	4	172	68	6	5	2	1	2	1	NA	2	2	4	2	4	3	6	9	5	12	7	46		1	0	11	6	1	13	16	1	1	2	5	3	4	5	175	58	3	2	4	2	3	1	NA	7	4	2	1	5	2	6	5	13	10	3	58	5	4	4	5
R_787rOnfW0SvuDm5	24	24	12	1	1	1	2	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	19	23	NA	NA	1	7	5	8	2	2	4	184	80	6	5	2	2	2	1	NA	2	1	4	3	1	1	8	12	8	14	5	48		2	NA	NA	8	1	3	24	2	4	3	5	6	1	6	186	100	4	4	2	2	3	1	NA	3	1	3	4	1	5	14	10	10	10	10	51	19	4	3	19
R_cMGMGXgf822NsRn	26	NA	NA	2	1	1	2	NA	1	1	NA	NA	3	3	5	6	3	5	177	100	6	6	3	1	2	1	NA	3	4	4	5	3	3	11	9	12	12	12	36	8	9	10	20	10	23	NA	NA	2	3	7	4	4	3	3	176	80	6	6	4	2	3	1	NA	2	2	6	2	5	4	13	11	3	7	13	43		1	0	0	6	1	3	19	1	2	7	5	6	2	3	175	100	4	5	3	2	1	1	NA	3	1	4	4	4	4	9	4	10	10	8	72	14	NA	8	10
R_dmRVfxIBHhS62MZ	19	NA	NA	2	1	1	1	102	1	2	NA	NA	8	3	5	1	4	5	184	80	7	6	4	2	6	1	NA	3	1	6	3	2	1	14	11	6	13	5	39	10	13	15	19	16	12	NA	NA	5	3	7	6	3	1	5	173	72	4	3	4	1	6	1	NA	3	4	2	1	4	3	11	12	7	5	13	55		1	0	10	5	1	11	19	1	6	7	5	5	2	3	182	80	3	5	2	2	2	1	NA	3	1	4	2	3	3	12	13	11	11	13	48	20	5	8	13
R_ahMFlL5I9QetukJ	27	NA	NA	2	NA	NA	NA	NA	2	1	0	22	8	2	7	6	3	5	175	70	6	6	4	2	1	1	NA	2	4	6	1	4	1	8	5	14	10	14	36	9	13	13	NA	NA	NA	14	19	1	3	4	4	4	NA	5	193	75	6	6	5	2	2	1	NA	1	3	1	1	1	3	9	6	7	14	14	61		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_5hCkAxCapJUQ0nz	18	35	0	1	1	1	2	NA	1	4	NA	NA	1	8	5	8	3	4	171	80	2	6	5	2	2	1	NA	2	4	7	5	4	5	9	12	4	9	13	54	11	11	11	7	18	17	NA	NA	1	3	5	5	3	1	1	180	64	6	3	4	2	3	1	NA	4	1	2	1	1	3	7	7	12	8	7	46		1	0	0	5	1	0	18	2	1	8	5	5	2	4	178	70	5	5	4	2	2	1	NA	3	1	5	2	3	2	7	14	7	12	9	40	21	18	9	21
R_839Dtx2RjmJSPbv	33	3	0	1	1	1	2	NA	NA	1	NA	NA	6	7	5	5	4	4	175	70	6	5	2	1	1	1	NA	2	4	3	2	4	NA	6	14	9	11	8	16	9	13	11	17	6	20	NA	NA	6	7	1	3	4	3	6	175	70	7	6	2	1	2	1	NA	1	4	5	1	4	5	6	13	3	8	14	32		1	0	6	5	1	6	18	1	6	7	5	5	3	4	190	95	4	5	2	2	3	1	NA	3	3	4	4	1	3	8	3	9	5	5	68	7	10	13	12
R_9X2dDPW9m8VHval	22	86	0	1	NA	NA	NA	NA	3	1	0	22	5	3	5	5	3	5	186	95	6	7	4	2	6	1	NA	7	1	7	4	3	1	14	13	11	11	7	48	7	16	13	NA	NA	NA	20	21	8	3	5	5	3	NA	5	188	88	7	6	4	2	3	1	NA	3	2	6	3	2	2	13	14	14	12	10	28		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2uhzcJwzIMjE1rT	33	72	24	1	1	1	1	0	3	1	NA	NA	4	7	7	6	4	4	200	100	5	5	4	2	2	1	NA	3	4	5	4	1	5	14	13	10	14	8	50	8	21	17	15	14	12	NA	NA	1	7	1	6	3	2	3	169	76	5	6	4	2	6	1	NA	4	1	4	4	5	4	5	12	12	9	11	33		1	0	4	8	1	8	30	1	1	8	1	6	3	3	190	100	4	5	2	1	2	1	NA	3	4	5	5	2	5	9	6	7	5	12	46	19	19	3	9
R_24T3fAYrUSWBEdT	22	37	11	1	1	1	2	NA	3	1	NA	NA	5	7	7	5	2	5	202	95	5	6	4	1	1	1	NA	2	4	5	6	1	5	14	8	12	12	10	58	8	11	9	10	20	20	NA	NA	1	3	5	3	3	2	5	180	70	6	6	5	2	6	1	NA	2	4	5	3	5	1	8	10	13	5	9	38		1	5	7	4	1	7	20	2	5	4	5	5	3	5	185	110	5	6	5	2	7	1	NA	3	2	5	6	2	2	13	9	5	7	8	NA	19	NA	4	14
R_6m6eS9DmvOzZncF	24	18	0	1	NA	NA	NA	NA	1	3	0	14	3	7	1	3	4	3	183	110	2	5	3	2	6	1	NA	4	1	5	6	3	4	8	12	8	7	9	65	25	11	30	NA	NA	NA	9	15	3	3	1	5	1	2	5	179	80	6	6	4	2	2	1	NA	2	2	6	3	4	5	8	12	11	11	13	54		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_es6MyuszZNxIkHH	36	36	33	1	1	1	2	NA	4	2	NA	NA	3	3	7	9	3	5	178	72	6	5	1	1	1	1	NA	3	2	4	2	3	2	NA	9	NA	NA	NA	41	8	8	11	7	13	15	NA	NA	1	7	6	6	2	2	3	192	80	6	5	5	1	2	1	NA	2	1	4	2	1	4	12	12	11	11	10	39		1	0	4	5	1	6	18	2	1	7	5	6	3	4	195	94	6	6	2	1	1	1	NA	2	4	5	3	1	3	12	12	10	11	12	45	13	8	5	10
R_81hWXlhIlKpumnH	38	84	78	1	NA	NA	NA	NA	2	1	0	20	2	3	1	5	3	4	176	77	5	5	3	1	3	1	NA	3	1	6	3	3	3	14	13	10	7	9	28	7	22	13	NA	NA	NA	19	20	1	7	5	5	3	2	2	180	75	5	5	4	2	6	1	NA	4	2	3	2	1	4	13	12	8	12	8	48		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2n2AvNeqDB9Yuot	26	71	60	1	NA	NA	NA	NA	3	1	0	21	2	3	5	4	2	2	180	90	7	6	2	1	1	1	NA	2	2	6	3	3	5	14	6	12	9	13	68	18	13	24	NA	NA	NA	12	12	1	3	5	4	3	2	6	180	77	5	5	4	2	3	1	NA	4	3	5	2	5	2	14	8	10	8	8	37		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_2sfNa4rjjBfOyUt	23	7,5	7	1	NA	NA	NA	NA	3	2	0	23	1	3	5	6	3	5	190	97	6	5	4	2	2	1	NA	2	4	5	4	4	5	8	14	9	14	11	20	8	12	9	NA	NA	NA	17	21	1	6	5	6	3	2	3	174	85	5	5	3	2	3	1	NA	3	3	5	3	6	4	12	14	12	14	13	22		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cIxhhf8XKcK9vnf	33	135	129	1	NA	NA	NA	NA	2	4	0	19	1	7	6	6	3	3	180	80	6	6	2	1	1	1	NA	2	1	4	4	4	2	14	10	14	12	14	60	10	20	20	NA	NA	NA	17	20	1	3	1	6	4	2	5	185	85	5	5	4	1	3	1	NA	2	2	3	4	2	5	9	8	9	6	13	65		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0oHICApGYD176pn	26	29	25	1	1	1	2	NA	2	1	NA	NA	4	7	5	5	2	3	175	80	5	5	3	2	2	1	NA	3	1	4	3	4	5	13	9	9	3	12	49	9	12	11	8	21	11	NA	NA	1	4	5	5	2	NA	4	185	98	6	7	2	1	2	1	NA	3	1	6	4	2	5	7	11	10	7	5	27		1	0	2	6	1	2	15	2	3	7	5	6	1	3	173	75	6	5	5	2	3	1	NA	4	1	3	2	5	1	8	10	10	14	7	62	20	18	6	15
R_0pUgdanVSSIDjFP	22	NA	NA	2	1	1	2	NA	3	2	NA	NA	2	2	5	9	3	5	171	77	5	6	3	2	6	1	NA	3	2	5	3	4	2	12	6	7	9	9	68	22	6	22	21	6	13	NA	NA	1	3	6	6	1	2	5	190	76	7	5	2	1	1	1	NA	2	1	6	1	1	1	13	13	10	13	12	48		1	0	4	6	1	6	16	3	5	2	5	8	3	5	200	107	2	6	2	2	7	1	NA	3	1	4	6	1	5	14	8	7	9	9	59	15	9	5	5
R_6fZJ5K7cNeHyfbL	31	NA	NA	2	1	1	1	2	2	1	NA	NA	1	7	5	5	2	3	190	90	6	5	2	1	2	1	NA	4	3	4	5	3	5	14	8	9	9	13	55	16	13	11	9	21	16	NA	NA	1	7	4	2	2	2	3	185	76	6	5	4	2	6	1	NA	2	2	2	2	4	2	9	11	12	6	9	46		1	0	1	4	1	2	25	2	1	3	5	6	2	4	180	80	5	4	4	2	6	1	NA	4	1	3	2	4	1	9	8	14	12	11	48	20	17	6	19
R_bjylIEar0U8FO2V	29	34	27	1	1	1	2	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16	11	14	NA	NA	1	6	5	5	2	3	1	198	93	7	6	3	2	3	1	NA	2	1	6	5	3	3	13	14	3	8	14	30		2	NA	NA	8	1	2	25	2	1	7	5	5	3	5	185	95	6	6	4	2	2	1	NA	2	4	5	6	4	2	14	9	7	8	10	69	15	3	3	13
R_9Fhyqhf8nTtyKEJ	24	54	42	1	1	1	2	NA	4	3	NA	NA	4	7	5	9	3	1	156	60	4	5	3	2	6	1	NA	4	2	4	4	5	4	10	7	8	7	13	39	8	13	9	18	8	27	NA	NA	2	3	5	1	4	2	5	187	65	6	3	5	2	2	1	NA	6	1	4	1	1	1	3	11	11	10	9	28		1	0	5	6	1	11	20	4	7	2	5	2	3	5	179	70	6	5	2	1	1	1	NA	5	1	3	2	2	3	12	6	10	8	8	62	19	10	5	13
R_2nvOeWwEUCgOpBH	28	80	36	1	NA	NA	NA	NA	2	3	0	18	2	3	5	3	3	5	175	63	5	2	3	2	1	1	NA	2	2	2	2	4	5	7	10	5	11	8	37	8	9	13	NA	NA	NA	11	19	1	7	5	6	1	2	2	185	78	6	5	2	2	3	1	NA	4	1	3	3	3	1	11	11	6	5	9	65		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_6AwnUjwPkokZKf3	36	190	120	1	1	1	1	0	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	7	18	NA	NA	5	3	5	7	2	2	3	178	94	4	5	3	2	3	1	NA	2	1	4	5	4	3	14	12	9	11	12	50		2	NA	NA	7	1	5	18	2	5	7	5	6	3	5	180	85	3	4	4	2	2	1	NA	3	4	3	3	4	2	11	9	8	8	4	39	13	8	3	9
R_eJArcmzdARnzQG1	31	NA	NA	2	NA	NA	NA	NA	2	2	0	25	1	3	5	5	3	5	183	85	5	5	4	2	2	1	NA	3	1	4	3	2	3	9	7	11	9	8	56	13	15	18	NA	NA	NA	15	18	2	7	5	6	2	2	3	185	93	3	5	4	2	5	1	NA	4	2	4	4	2	3	10	9	12	10	11	44		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_0MMnPPYT6ciTTH7	18	48	0	1	1	1	2	NA	3	2	NA	NA	4	1	1	9	4	NA	174	80	6	6	2	2	2	1	NA	3	2	4	4	4	5	12	6	8	12	4	67	8	11	15	NA	NA	NA	NA	NA	4	3	3	9	3	1	2	179	73	6	6	4	2	3	1	NA	5	1	6	2	3	1	9	13	13	12	14	50		1	0	0	4	1	6	14	4	2	7	5	9	2	4	176	75	4	4	1	1	1	1	NA	3	1	2	3	4	4	11	11	5	5	8	54	15	3	10	9
R_3WTGIqZCrabOyxf	19	5	0	1	1	1	2	NA	1	2	NA	NA	8	3	5	9	4	5	172	77	7	5	2	1	1	1	NA	3	1	3	3	4	2	9	4	9	6	6	50	13	9	14	8	21	21	NA	NA	3	3	5	9	4	1	4	186	80	7	6	2	1	1	1	NA	2	2	5	3	2	3	5	12	6	11	9	32		1	0	3	8	1	8	19	2	3	6	5	3	3	1	187	87	3	6	5	2	1	1	NA	2	2	5	4	2	5	10	13	11	12	11	43	20	7	3	19
R_0eWQGDTnQhOK3FH	28	165	72	1	1	1	1	18	4	1	NA	NA	6	3	5	9	3	5	180	80	5	5	4	2	3	1	NA	3	4	4	2	2	3	14	11	2	8	12	56	9	16	10	9	16	16	NA	NA	1	7	1	8	3	2	5	180	100	6	5	4	2	6	1	NA	4	2	5	5	3	5	14	12	2	9	8	33		1	0	6	5	1	9	17	2	6	3	5	9	2	2	180	100	4	5	2	1	1	1	NA	7	2	4	7	2	5	10	11	7	9	12	51	19	7	6	15
R_9S82OKz1IrEXXTL	24	10	0	1	1	1	2	NA	3	1	NA	NA	2	4	5	9	2	5	180	80	6	6	2	1	2	1	NA	2	1	6	4	3	2	6	6	12	7	5	61	12	15	21	9	6	13	NA	NA	1	NA	5	6	2	2	5	174	75	6	4	2	1	2	1	NA	3	2	3	2	3	4	11	8	10	6	6	51		1	0	8	7	1	11	19	1	2	3	5	6	1	3	170	78	4	3	3	2	8	1	NA	3	1	4	5	4	1	14	7	12	8	11	48	20	17	6	9
R_4JDaT4o7bIeiU9n	28	70	55	1	NA	NA	NA	NA	2	1	0	16	1	2	7	9	3	5	198	85	6	5	2	1	1	1	NA	3	1	3	1	1	1	9	9	12	3	11	33	12	13	20	NA	NA	NA	8	8	1	3	4	3	3	2	6	180	79	5	6	4	2	3	1	NA	2	2	4	3	5	5	8	14	4	11	7	27		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_4SdxSC4SqaNBQtT	58	84	75	1	NA	NA	NA	NA	2	1	0	21	5	3	1	5	3	2	174	75	6	6	5	1	2	1	NA	3	1	3	2	3	5	10	13	12	12	8	32	8	16	22	NA	NA	NA	14	4	8	3	7	4	4	2	1	189	96	5	6	5	1	2	1	NA	3	2	5	4	2	2	14	4	3	8	14	54		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_eEVUw8tMI0X77Uh	19	7	0	1	1	1	2	NA	1	1	NA	NA	1	3	5	5	2	4	177	63	6	5	4	2	3	1	NA	4	2	4	3	4	2	6	6	3	7	11	43	13	14	16	12	15	18	NA	NA	1	6	1	9	2	1	2	180	63	5	5	2	1	3	1	NA	4	1	2	1	3	1	9	14	12	11	11	43		1	0	7	4	1	9	18	1	1	8	1	9	2	2	177	64	2	4	2	1	2	1	NA	2	1	2	2	4	5	7	11	13	11	4	57	20	13	6	10
R_8tVC3QACR2H7B8V	22	NA	NA	2	1	1	2	NA	1	3	NA	NA	6	7	7	9	3	6	180	78	7	5	3	2	2	1	NA	3	3	4	2	4	2	13	14	14	13	14	33	7	20	14	8	19	24	NA	NA	6	2	7	9	4	2	5	180	80	4	5	4	2	2	1	NA	1	2	5	2	3	2	13	9	6	6	10	42		1	0	2	6	1	5	19	3	6	7	7	9	2	3	183	90	4	4	2	1	2	1	NA	4	1	4	4	4	2	10	10	14	9	13	49	21	17	16	21
R_5oQu0JJXkFnbqT3	18	3	0	1	NA	NA	NA	NA	1	3	0	18	2	6	5	2	3	3	180	89	6	6	4	1	1	1	NA	2	1	5	3	2	3	13	14	14	14	14	49	7	21	21	NA	NA	NA	14	10	4	2	5	4	3	2	5	170	70	6	5	2	1	2	1	NA	2	1	3	3	4	1	13	13	11	13	13	37		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_9KOnhMmUoBaM42F	27	65	61	1	NA	NA	NA	NA	2	2	0	19	1	7	5	NA	3	5	185	82	3	3	2	1	1	1	NA	4	1	3	3	3	2	3	7	12	12	4	30	10	11	11	NA	NA	NA	11	18	6	7	5	6	2	2	3	185	75	6	3	2	1	2	1	NA	5	1	4	3	3	2	6	5	7	12	6	31		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R_cXSuDo1XxL9O7dj	20	12	0	1	1	1	1	15	1	2	NA	NA	7	2	7	9	5	5	160	55	1	1	5	2	2	1	NA	3	1	1	2	6	3	10	4	5	8	9	62	21	6	12	8	23	16	NA	NA	8	3	1	8	3	2	5	180	80	6	6	4	2	5	1	NA	5	3	6	4	2	3	11	12	11	11	9	44		1	0	10	2	1	11	20	4	7	2	7	9	2	5	174	85	6	6	4	2	3	1	NA	2	2	6	3	4	4	10	13	13	11	9	31	21	5	5	21
